地 区	发病数	死亡数	发病率	死亡率	time
山西省	307	0	0.9048		2008-02
浙江省	52	0	0.0944		2015-09
青海省	44	0	0.7938		2009-07
安徽省	105	0	0.1754		2013-08
内蒙古	208	0	0.8724		2004-06
河北省	23	0	0.0311		2015-11
山西省	159	0	0.4739		2006-07
北京市	127	0	0.7777		2008-07
江西省	5	0	0.0111		2014-09
山西省	7	0	0.0193		2014-08
广西	1	0	0.0022		2011-02
建设兵团	10	1	0.3702	0.037	2014-03
天津市	6	0	0.0408		2014-08
湖北省	23	0	0.0402		2011-10
江苏省	12	0	0.0155		2010-11
天津市	6	0	0.0538		2008-09
黑龙江省	22	0	0.0576		2006-01
安徽省	887	0	1.4583		2005-06
贵州省	29	0	0.0777		2006-10
山西省	25	0	0.075		2005-10
贵州省	61	0	0.1739		2015-01
河北省	381	0	0.5561		2006-07
江苏省	2	0	0.0025		2014-01
河南省	152	0	0.1618		2007-10
贵州省	1522	4	3.9812	0.0105	2004-04
天津市	7	0	0.0495		2013-02
陕西省	28	0	0.0753		2006-11
内蒙古	98	0	0.3924		2014-01
河北省	52	0	0.0744		2009-11
吉林省	20	0	0.0736		2006-07
湖南省	264	2	0.3946	0.003	2014-07
陕西省	9	0	0.0238		2015-08
天津市	10	0	0.0708		2013-07
内蒙古	322	0	1.3558		2005-01
湖北省	375	1	0.6587	0.0018	2005-02
福建省	7	0	0.019		2011-04
江西省	1	0	0.0022		2012-03
重庆市	85	0	0.2862		2014-05
广西	279	0	0.5912		2014-04
山东省	156	0	0.1676		2007-07
江苏省	385	0	0.5087		2004-04
辽宁省	16	0	0.0365		2013-09
贵州省	4	0	0.0114		2014-11
北京市	10	0	0.0495		2012-04
陕西省	22	0	0.0583		2010-02
上海市	68	0	0.2897		2012-06
海南省	33	0	0.4021		2005-03
青海省	80	0	1.3712		2015-01
宁夏	25	0	0.3779		2015-04
云南省	225	1	0.4859	0.0022	2012-11
全国	2301	0	0.177		2005-10
天津市	3	0	0.0323		2004-10
新疆	378	4	1.6446	0.0174	2015-11
贵州省	76	1	0.2023	0.0027	2007-12
贵州省	5	0	0.0144		2012-11
江苏省	3	0	0.0038		2014-09
上海市	22	0	0.1165		2009-08
贵州省	145	0	0.3854		2008-07
广西	27	0	0.0566		2008-02
天津市	1	0	0.0077		2011-07
贵州省	25	0	0.067		2006-06
河北省	1347	3	1.9527	0.0043	2007-04
广西	5	0	0.0104		2009-07
北京市	515	0	3.2574		2007-05
甘肃省	17	0	0.0655		2006-11
山东省	372	0	0.3822		2014-05
湖北省	5	0	0.0087		2013-11
湖北省	94	0	0.1646		2009-09
海南省	13	0	0.1597		2004-11
云南省	15	0	0.0318		2015-12
青海省	13	0	0.2345		2009-10
宁夏	90	0	1.5412		2004-01
河北省	1	0	0.0014		2012-02
四川省	744	0	0.9155		2008-04
重庆市	179	0	0.6417		2005-07
河北省	1659	0	2.4215		2006-04
建设兵团	5	0	0.1943		2009-06
安徽省	195	0	0.3206		2005-10
海南省	52	0	0.6336		2005-10
山西省	3	0	0.0082		2015-12
河北省	190	1	0.2719	0.0014	2009-02
内蒙古	72	0	0.2994		2008-02
重庆市	16	0	0.0548		2012-07
湖北省	407	0	0.7142		2008-01
广东省	503	0	0.5509		2005-10
甘肃省	883	0	3.4245		2005-04
天津市	13	0	0.1209		2007-11
安徽省	168	0	0.2745		2006-01
上海市	865	0	4.8697		2005-04
重庆市	4	0	0.014		2010-11
山西省	47	0	0.1409		2005-08
新疆	26	0	0.1268		2007-01
黑龙江省	5	0	0.013		2016-12
山东省	2	0	0.0021		2012-05
北京市	32	0	0.216		2004-07
云南省	16	0	0.0348		2011-05
河北省	10	0	0.0147		2004-01
陕西省	474	0	1.2958		2004-04
湖南省	1	0	0.0015		2011-11
全国	3008	0	0.2314		2004-08
重庆市	6	0	0.0202		2014-01
贵州省	4	0	0.0114		2016-01
内蒙古	121	0	0.5075		2004-11
宁夏	5	0	0.0793		2011-03
北京市	203	1	0.9599	0.0047	2014-06
湖北省	48	0	0.0843		2005-11
甘肃省	28	0	0.1081		2016-12
河南省	443	0	0.4695		2015-05
西藏	19	0	0.5983		2016-06
河南省	336	1	0.359	0.0011	2008-11
天津市	486	0	3.9571		2010-05
湖南省	223	0	0.331		2015-07
重庆市	319	0	1.0664		2015-02
河北省	218	0	0.3119		2009-12
河北省	65	0	0.0924		2010-08
西藏	23	0	0.8807		2004-03
宁夏	69	0	1.1394		2009-05
甘肃省	2	0	0.0078		2012-05
重庆市	5	0	0.0175		2010-08
福建省	101	0	0.2654		2015-05
湖北省	181	0	0.3176		2008-07
甘肃省	15	0	0.0576		2007-10
湖北省	127	0	0.2184		2015-02
辽宁省	5	0	0.0114		2015-01
吉林省	25	0	0.0923		2005-08
湖南省	3	0	0.0046		2011-09
江西省	52	1	0.1198	0.0023	2007-10
江西省	45	0	0.1037		2007-11
湖北省	547	1	0.9608	0.0018	2007-01
黑龙江省	7	0	0.0184		2005-10
广东省	22	0	0.0205		2016-11
天津市	86	0	0.8257		2005-07
甘肃省	7	0	0.027		2016-10
宁夏	1	0	0.0168		2006-11
四川省	28	0	0.0344		2016-09
建设兵团	1	0	0.0389		2010-11
湖北省	35	0	0.0604		2014-02
内蒙古	1	0	0.004		2013-11
重庆市	13	0	0.0441		2013-01
山西省	15	0	0.0415		2013-12
宁夏	20	0	0.3279		2008-12
甘肃省	51	0	0.1935		2010-08
安徽省	4	0	0.0067		2011-11
河北省	27	0	0.0391		2007-09
辽宁省	4	0	0.0093		2010-02
安徽省	498	0	0.8187		2015-05
天津市	3	0	0.0255		2009-11
安徽省	43	0	0.0701		2010-09
安徽省	277	0	0.4534		2007-03
湖北省	36	0	0.0629		2010-09
四川省	24	0	0.0295		2008-11
云南省	234	0	0.5259		2006-02
山西省	10	0	0.0275		2014-09
河南省	585	1	0.6269	0.0011	2005-01
广东省	1613	2	1.7667	0.0022	2005-07
甘肃省	16	0	0.0607		2010-02
重庆市	5	0	0.0173		2011-10
陕西省	2	0	0.0054		2011-10
上海市	4	0	0.0168		2013-11
江苏省	133	0	0.1779		2006-12
四川省	35	0	0.0432		2014-09
湖南省	90	1	0.1336	0.0015	2016-12
广东省	360	0	0.3382		2014-03
江苏省	101	0	0.1325		2008-01
福建省	32	0	0.0841		2015-08
广东省	259	0	0.2465		2012-07
黑龙江省	2	0	0.0052		2010-12
天津市	7	0	0.0517		2012-05
河北省	37	0	0.0544		2004-07
吉林省	1	0	0.0036		2015-01
甘肃省	60	0	0.2324		2014-06
青海省	5	0	0.0897		2010-02
重庆市	17	0	0.0543		2004-08
辽宁省	8	0	0.019		2006-12
山东省	190	0	0.2028		2008-08
广西	12	0	0.0252		2008-10
江苏省	8	0	0.0102		2011-09
黑龙江省	17	0	0.0444		2015-08
建设兵团	1	0	0.0389		2010-10
贵州省	51	0	0.1356		2008-08
海南省	2	0	0.0239		2007-02
江苏省	3	0	0.0038		2016-12
甘肃省	376	1	1.4495	0.0039	2006-04
宁夏	2	0	0.0302		2015-01
新疆	743	2	3.6244	0.0098	2007-12
福建省	32	0	0.0911		2005-01
广东省	13	0	0.0125		2011-10
辽宁省	2	0	0.0046		2012-03
宁夏	24	0	0.411		2004-09
江苏省	1056	0	1.3987		2007-03
广西	250	0	0.5409		2005-02
云南省	2	0	0.0044		2011-11
西藏	8	0	0.2564		2014-04
山东省	346	0	0.3717		2007-04
浙江省	10	0	0.0183		2012-05
河北省	1040	0	1.5077		2007-05
新疆	76	0	0.3824		2005-05
山东省	31	0	0.0324		2011-01
四川省	10	0	0.0123		2014-02
陕西省	473	0	1.2766		2005-05
黑龙江省	5	0	0.013		2015-10
湖南省	190	1	0.299	0.0016	2008-11
河南省	47	0	0.0498		2015-09
海南省	2	0	0.0239		2007-10
安徽省	691	0	1.1263		2009-03
福建省	2	0	0.0054		2011-11
湖南省	3	0	0.0045		2012-09
江苏省	31	0	0.0401		2010-01
浙江省	17	0	0.0312		2011-12
黑龙江省	10	0	0.0261		2016-05
新疆	6	0	0.0282		2009-08
浙江省	179	0	0.3256		2014-04
内蒙古	6	0	0.024		2015-11
浙江省	31	0	0.0566		2013-09
广西	9	0	0.0189		2015-02
上海市	47	0	0.2646		2005-01
青海省	20	0	0.3718		2005-11
陕西省	3	0	0.008		2008-09
山东省	152	0	0.1562		2014-01
陕西省	235	0	0.6292		2007-04
浙江省	448	0	0.9532		2004-10
河北省	979	0	1.4377		2005-05
陕西省	4	0	0.0106		2015-10
江苏省	19	0	0.0247		2009-10
江苏省	12	0	0.0152		2013-05
安徽省	145	0	0.2369		2006-06
黑龙江省	2	0	0.0052		2005-02
江苏省	138	0	0.1734		2016-05
广西	121	0	0.2492		2004-07
山东省	425	0	0.4565		2007-12
广东省	483	0	0.5112		2008-09
江苏省	168	0	0.2188		2009-06
西藏	160	0	5.8371		2005-09
青海省	1	0	0.0171		2016-10
青海省	43	0	0.7969		2004-09
海南省	8	0	0.0983		2004-12
浙江省	117	0	0.2285		2009-08
湖南省	774	1	1.2235	0.0016	2006-07
甘肃省	47	0	0.1783		2010-03
辽宁省	10	0	0.0233		2008-10
湖北省	29	0	0.0502		2013-08
河南省	56	0	0.0595		2013-06
上海市	12	0	0.0646		2008-12
江苏省	395	0	0.518		2008-07
广西	7	0	0.0147		2008-11
辽宁省	124	0	0.2825		2014-07
河南省	5	0	0.0053		2012-08
湖南省	850	0	1.2726		2004-05
四川省	276	0	0.3391		2015-05
广西	115	0	0.2468		2006-07
天津市	1	0	0.0077		2011-09
甘肃省	74	0	0.2828		2008-01
新疆	5	0	0.0218		2016-12
新疆	989	1	4.3029	0.0044	2016-01
北京市	4	0	0.0198		2012-10
湖北省	128	0	0.213		2004-02
福建省	276	0	0.7757		2007-06
甘肃省	57	0	0.2178		2008-11
北京市	20	0	0.1225		2008-12
黑龙江省	46	0	0.1204		2006-02
天津市	362	0	3.3674		2007-05
江西省	6	0	0.0132		2016-09
江苏省	172	0	0.2273		2004-02
贵州省	96	0	0.2555		2007-02
青海省	8	0	0.1385		2014-11
四川省	46	0	0.0567		2014-04
陕西省	37	0	0.0995		2006-01
宁夏	9	0	0.136		2016-07
陕西省	168	0	0.4501		2011-05
黑龙江省	14	0	0.0365		2016-06
新疆	53	1	0.2306	0.0044	2015-09
福建省	1	0	0.0028		2009-12
天津市	6	0	0.0646		2004-05
吉林省	120	0	0.4396		2008-04
吉林省	18	0	0.0654		2016-03
内蒙古	167	0	0.6895		2010-04
江西省	12	0	0.0271		2010-08
吉林省	960	1	3.4893	0.0036	2014-04
福建省	17	0	0.0461		2011-05
北京市	62	0	0.2932		2014-08
山东省	55	0	0.0574		2011-02
青海省	8	0	0.1449		2008-08
浙江省	42	0	0.0772		2011-01
河北省	54	0	0.0736		2014-08
四川省	61	0	0.0749		2015-08
河北省	246	0	0.352		2009-06
贵州省	9	0	0.0243		2005-09
江西省	506	0	1.1813		2004-05
吉林省	3	0	0.0109		2012-06
安徽省	26	0	0.0424		2010-01
全国	10086	3	0.7673	0.0002	2007-07
浙江省	77	0	0.1504		2009-01
宁夏	38	0	0.5872		2013-05
河南省	305	0	0.3232		2015-06
上海市	42	0	0.1789		2012-03
内蒙古	7	0	0.0279		2015-10
重庆市	187	0	0.6587		2009-03
河南省	228	0	0.2422		2014-05
内蒙古	1	0	0.004		2011-01
江苏省	49	0	0.0634		2010-07
陕西省	90	0	0.2384		2016-05
宁夏	642	0	10.8901		2005-03
甘肃省	19	0	0.0721		2010-11
安徽省	27	0	0.0448		2014-01
四川省	37	0	0.0458		2013-03
重庆市	7	0	0.0234		2016-11
内蒙古	23	0	0.095		2010-07
安徽省	46	0	0.075		2010-08
江西省	62	0	0.1419		2008-12
重庆市	63	0	0.2106		2015-12
河北省	12	0	0.0163		2016-11
贵州省	11	0	0.029		2010-06
江西省	136	0	0.3175		2004-10
福建省	10	0	0.0271		2011-07
福建省	7	0	0.0185		2014-10
江西省	1	0	0.0022		2011-06
陕西省	3	0	0.008		2014-01
新疆	9	0	0.0422		2009-12
山西省	57	0	0.1663		2010-06
江西省	3	0	0.0068		2010-10
新疆	77	0	0.3874		2005-04
河北省	65	0	0.093		2009-08
广东省	2033	0	2.2112		2006-07
海南省	1	0	0.0118		2008-10
云南省	15	0	0.033		2009-11
重庆市	273	1	0.9616	0.0035	2009-04
山西省	4	0	0.011		2015-10
四川省	28	0	0.0348		2012-04
青海省	61	0	1.1305		2004-03
江苏省	383	0	0.506		2004-05
全国	321	0	0.0239		2011-08
山东省	10	0	0.0104		2011-08
四川省	52	0	0.0635		2010-06
山东省	236	0	0.2535		2007-06
青海省	58	0	1.0038		2014-01
山东省	31	0	0.0327		2010-12
河北省	23	0	0.0329		2009-10
浙江省	723	0	1.4289		2008-06
青海省	4	0	0.0722		2009-08
广东省	154	0	0.1454		2013-12
北京市	8	0	0.0396		2012-06
河南省	486	0	0.5208		2005-07
全国	4711	3	0.3479	0.0002	2013-05
山西省	17	0	0.051		2005-09
广东省	359	0	0.3348		2016-05
山东省	25	0	0.0257		2014-11
建设兵团	2	0	0.0732		2015-09
广西	8	0	0.0171		2013-02
上海市	12	0	0.0521		2011-03
江苏省	871	0	1.1652		2006-04
新疆	206	3	1.0049	0.0146	2007-06
建设兵团	74	0	2.7078		2016-04
甘肃省	19	0	0.0723		2009-12
重庆市	318	0	1.1325		2007-08
黑龙江省	17	0	0.0445		2008-10
西藏	137	0	4.998		2005-10
吉林省	3	0	0.011		2008-10
黑龙江省	84	0	0.2196		2009-04
西藏	11	0	0.3464		2015-08
新疆	44	0	0.2017		2011-07
甘肃省	111	0	0.4279		2006-01
湖南省	1304	5	2.0424	0.0078	2009-04
广西	1	0	0.0021		2010-10
全国	8129	6	0.5966	0.0004	2015-04
陕西省	35	0	0.0945		2005-08
海南省	2	0	0.0228		2012-12
山西省	54	0	0.1496		2013-04
青海省	9	0	0.1642		2007-08
湖南省	150	0	0.236		2008-10
吉林省	11	0	0.04		2014-08
甘肃省	3	0	0.0117		2011-11
西藏	276	0	9.9615		2006-09
云南省	5	0	0.0106		2015-09
海南省	20	0	0.2456		2004-10
云南省	3	0	0.0066		2010-01
河南省	1048	4	1.1115	0.0042	2009-01
上海市	156	0	0.8595		2007-05
青海省	12	0	0.2153		2010-01
浙江省	29	0	0.0595		2005-11
河北省	7	0	0.0097		2011-02
辽宁省	5	0	0.0114		2011-02
西藏	1	0	0.0345		2010-01
浙江省	31	0	0.0598		2010-02
四川省	1115	0	1.3578		2006-04
云南省	226	0	0.5119		2005-12
浙江省	3149	0	6.2233		2008-04
重庆市	276	0	0.9226		2015-03
湖南省	61	0	0.0955		2009-07
全国	549	0	0.0405		2013-10
山东省	439	1	0.451	0.001	2014-04
青海省	7	0	0.1289		2006-10
湖南省	269	1	0.4027	0.0015	2004-12
山西省	57	0	0.1709		2005-12
湖北省	17	0	0.0292		2015-09
湖北省	76	0	0.1331		2009-10
北京市	65	0	0.4231		2005-09
湖南省	23	0	0.0344		2014-10
青海省	12	0	0.221		2006-12
上海市	25	0	0.1301		2010-08
福建省	1	0	0.0027		2012-12
吉林省	4	0	0.0145		2016-06
北京市	148	0	0.8433		2010-02
青海省	22	0	0.4077		2004-06
西藏	314	0	11.4553		2005-03
浙江省	56	0	0.1081		2010-11
甘肃省	125	0	0.4819		2006-02
宁夏	161	0	2.7571		2004-03
内蒙古	4	0	0.0161		2012-04
广西	9	0	0.0189		2015-03
福建省	278	0	0.7864		2006-04
河北省	118	0	0.1609		2014-12
安徽省	53	0	0.0871		2016-07
江西省	1	0	0.0022		2011-01
湖北省	24	0	0.0417		2012-12
